TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionType,Location,Channel,CustomerOccupation,PreviousTransactionDate,CustomerAgeBin,Target
68.28,56.0,293.0,1.0,3213.16,2023-06-08 18:54:04,Debit,Boston,Online,Engineer,2024-11-04 08:08:24,Senior,1
33.65,63.0,146.0,1.0,12719.93,2023-09-18 17:18:03,Credit,New York,Online,Doctor,2024-11-04 08:07:24,Senior,3
362.68,63.0,137.0,1.0,2040.77,2023-01-16 18:02:19,Credit,Miami,ATM,Retired,2024-11-04 08:06:30,Senior,2
73.23,20.0,172.0,1.0,1309.85,2023-06-23 16:41:27,Debit,San Francisco,Branch,Student,2024-11-04 08:12:22,Young,1
654.49,25.0,104.0,1.0,164.61,2023-11-20 16:31:36,Credit,Austin,Online,Student,2024-11-04 08:08:39,Young,3
18.56,49.0,161.0,1.0,4230.37,2023-04-24 17:04:21,Credit,Memphis,Branch,Engineer,2024-11-04 08:07:40,Adult,2
389.05,27.0,41.0,1.0,761.0,2023-01-06 17:35:08,Debit,Dallas,ATM,Student,2024-11-04 08:11:28,Young,2
66.91,39.0,85.0,1.0,871.1,2023-01-30 18:47:17,Debit,Seattle,ATM,Doctor,2024-11-04 08:10:19,Adult,2
335.48,45.0,155.0,1.0,3023.16,2023-03-02 16:06:18,Debit,Oklahoma City,Branch,Engineer,2024-11-04 08:06:45,Adult,2
38.14,19.0,174.0,1.0,1119.21,2023-12-28 16:51:20,Debit,Albuquerque,Online,Student,2024-11-04 08:09:59,Young,3
360.02,68.0,68.00000000000001,1.0,6400.59,2023-02-09 16:29:06,Debit,Dallas,Online,Retired,2024-11-04 08:08:53,Senior,2
567.71,63.0,80.0,1.0,13884.24,2023-02-06 18:39:23,Debit,Memphis,Online,Doctor,2024-11-04 08:10:40,Senior,2
218.19,19.0,185.0,1.0,620.83,2023-05-23 16:29:31,Debit,Austin,ATM,Student,2024-11-04 08:10:27,Young,1
209.99,19.0,40.0,1.0,1938.0100000000002,2023-09-07 17:19:21,Debit,Denver,ATM,Student,2024-11-04 08:11:39,Young,1
11.02,19.0,280.0,1.0,964.79,2023-11-13 16:32:53,Debit,Tucson,Branch,Student,2024-11-04 08:06:56,Young,3
83.43,56.0,109.0,1.0,1870.16,2023-05-30 16:28:48,Debit,New York,Online,Retired,2024-11-04 08:11:40,Senior,1
344.97,34.0,106.0,1.0,5577.94,2023-03-20 17:30:52,Debit,Austin,Online,Doctor,2024-11-04 08:09:39,Adult,2
172.29,36.0,283.0,1.0,8700.8,2023-01-30 17:22:39,Debit,El Paso,ATM,Engineer,2024-11-04 08:08:42,Adult,2
195.54,60.0,255.0,1.0,2794.66,2023-07-17 16:05:23,Debit,Omaha,Online,Retired,2024-11-04 08:09:01,Senior,1
101.23,45.0,87.0,1.0,6169.71,2023-08-04 18:34:01,Debit,Colorado Springs,Online,Engineer,2024-11-04 08:06:42,Adult,1
180.46,25.0,34.0,1.0,831.7499999999999,2023-03-13 16:26:30,Debit,Fresno,ATM,Student,2024-11-04 08:11:23,Young,2
692.55,53.0,109.0,1.0,2451.56,2023-03-07 16:51:37,Debit,Charlotte,Branch,Retired,2024-11-04 08:12:17,Senior,2
147.31,34.0,91.99999999999999,1.0,13625.52,2023-06-12 17:10:27,Credit,Mesa,Online,Doctor,2024-11-04 08:07:58,Adult,1
107.48,20.0,103.0,1.0,1379.39,2023-02-07 17:38:18,Debit,Los Angeles,Branch,Student,2024-11-04 08:12:07,Young,2
81.51,25.0,97.0,1.0,865.4899999999999,2023-08-10 16:10:22,Debit,Washington,Branch,Student,2024-11-04 08:07:15,Young,1
365.48,76.0,215.99999999999997,1.0,7147.4,2023-05-22 17:59:02,Credit,Seattle,Online,Retired,2024-11-04 08:10:38,Senior,1
491.1,35.0,125.0,1.0,7833.85,2023-06-05 16:08:37,Credit,Houston,Online,Engineer,2024-11-04 08:07:32,Adult,1
452.8,80.0,151.0,1.0,4840.67,2023-11-24 16:45:11,Debit,Los Angeles,Branch,Retired,2024-11-04 08:07:34,Senior,3
645.04,70.0,78.0,1.0,7361.47,2023-12-22 17:08:55,Debit,Memphis,Branch,Retired,2024-11-04 08:07:29,Senior,3
169.28,45.0,114.0,1.0,5128.44,2023-03-27 18:08:06,Debit,Philadelphia,Branch,Doctor,2024-11-04 08:11:54,Adult,2
88.42,62.0,91.0,1.0,12381.45,2023-10-18 16:28:19,Debit,El Paso,ATM,Doctor,2024-11-04 08:09:15,Senior,3
155.53,29.0,66.0,1.0,4008.05,2023-03-24 17:04:32,Debit,Baltimore,ATM,Engineer,2024-11-04 08:08:36,Young,2
39.24,77.0,106.0,1.0,6462.41,2023-11-14 18:33:32,Debit,Dallas,ATM,Retired,2024-11-04 08:11:18,Senior,3
78.77,48.0,50.00000000000001,1.0,6470.57,2023-05-08 18:36:59,Credit,Las Vegas,ATM,Engineer,2024-11-04 08:06:41,Adult,2
26.5,48.0,179.0,1.0,4854.83,2023-02-08 16:42:59,Debit,Indianapolis,Online,Engineer,2024-11-04 08:07:24,Adult,2
83.62,48.0,146.0,1.0,12652.22,2023-06-22 17:18:09,Debit,Raleigh,ATM,Doctor,2024-11-04 08:12:06,Adult,1
142.78,68.0,150.0,1.0,11705.88,2023-05-09 16:40:52,Debit,San Diego,Branch,Doctor,2024-11-04 08:12:22,Senior,2
55.99,35.0,95.0,1.0,932.61,2023-11-13 16:16:24,Debit,El Paso,ATM,Doctor,2024-11-04 08:07:20,Adult,3
774.48,61.0,30.999999999999996,1.0,11613.58,2023-03-06 16:12:45,Debit,Louisville,Branch,Doctor,2024-11-04 08:08:33,Senior,2
105.37,25.0,160.0,1.0,1068.55,2023-05-11 18:31:20,Debit,Sacramento,ATM,Student,2024-11-04 08:09:44,Young,1
118.83,28.0,295.0,1.0,1616.3,2023-06-26 16:10:25,Debit,Virginia Beach,Online,Student,2024-11-04 08:08:28,Young,1
46.22,23.0,217.0,1.0,471.2799999999999,2023-11-13 16:41:09,Debit,San Jose,Branch,Student,2024-11-04 08:08:59,Young,3
659.71,21.0,148.0,1.0,106.86,2023-05-05 16:10:24,Credit,San Jose,Branch,Student,2024-11-04 08:09:32,Young,2
377.97,72.0,160.0,1.0,2457.1,2023-11-17 16:50:08,Debit,Miami,Online,Retired,2024-11-04 08:11:04,Senior,3
114.1,69.0,148.0,1.0,5882.12,2023-05-22 17:45:02,Debit,Boston,Branch,Retired,2024-11-04 08:11:19,Senior,1
11.3,55.0,41.0,1.0,1938.99,2023-12-01 16:33:43,Credit,Louisville,Online,Retired,2024-11-04 08:09:25,Senior,3
95.5,57.0,17.0,1.0,4079.09,2023-05-22 16:24:02,Debit,Omaha,Online,Retired,2024-11-04 08:08:19,Senior,1
130.93,28.0,149.0,1.0,860.1199999999999,2023-02-08 16:52:09,Credit,Houston,Branch,Engineer,2024-11-04 08:11:18,Young,2
272.97,68.0,174.0,1.0,7811.310000000001,2023-04-17 18:42:04,Debit,Boston,Online,Retired,2024-11-04 08:10:58,Senior,2
73.35,24.0,47.0,1.0,1181.84,2023-03-13 16:33:49,Debit,San Francisco,Branch,Student,2024-11-04 08:09:57,Young,2
29.94,58.0,243.0,1.0,10915.54,2023-10-13 16:22:08,Debit,San Francisco,ATM,Doctor,2024-11-04 08:12:01,Senior,3
50.52,20.0,140.0,1.0,1121.19,2023-10-16 16:29:39,Debit,Boston,Online,Student,,Young,3
820.46,53.0,243.0,1.0,5621.86,2023-04-03 16:22:48,Credit,Fort Worth,Online,Engineer,2024-11-04 08:10:23,Senior,2
153.07,56.0,116.00000000000001,1.0,8873.43,2023-04-03 18:37:57,Debit,Detroit,ATM,Engineer,2024-11-04 08:12:06,Senior,2
52.94,41.0,146.0,1.0,6990.92,2023-06-12 17:36:25,Debit,Tucson,Branch,Doctor,2024-11-04 08:11:08,Adult,1
384.41,60.0,65.0,1.0,7831.56,2023-04-17 16:53:29,Debit,Jacksonville,ATM,Engineer,2024-11-04 08:10:13,Senior,2
235.42,51.0,175.0,1.0,6173.23,2023-07-10 18:34:22,Debit,Phoenix,Branch,Retired,2024-11-04 08:11:06,Senior,1
114.23,56.0,64.0,1.0,9523.72,2023-06-07 17:35:50,Debit,Dallas,ATM,Doctor,2024-11-04 08:06:35,Senior,1
12.62,33.0,61.00000000000001,1.0,6420.47,2023-05-05 16:35:44,Debit,El Paso,Branch,Doctor,2024-11-04 08:09:03,Adult,2
373.52,35.0,235.0,1.0,6430.41,2023-09-25 16:23:23,Debit,Colorado Springs,ATM,Engineer,2024-11-04 08:11:16,Adult,3
336.05,28.0,164.0,1.0,1635.05,2023-04-24 17:18:18,Debit,San Antonio,Branch,Student,2024-11-04 08:12:13,Young,2
366.93,66.0,33.0,1.0,6697.79,2023-12-11 18:43:00,Debit,Houston,Online,Retired,2024-11-04 08:11:33,Senior,3
112.27,58.0,102.0,1.0,7369.89,2023-10-19 17:34:53,Debit,Seattle,Branch,Doctor,2024-11-04 08:11:23,Senior,3
494.9599999999999,40.0,132.0,1.0,6903.68,2023-03-31 16:34:38,Debit,Sacramento,ATM,Engineer,2024-11-04 08:08:34,Adult,2
561.58,65.0,22.999999999999996,1.0,11748.86,2023-06-23 17:38:26,Debit,Sacramento,Online,Doctor,2024-11-04 08:06:32,Senior,1
440.94,42.0,148.0,1.0,7303.23,2023-09-13 18:38:27,Debit,San Antonio,Online,Doctor,2024-11-04 08:11:22,Adult,3
71.9,29.0,51.00000000000001,1.0,10619.35,2023-02-20 16:28:39,Debit,Los Angeles,Branch,Doctor,2024-11-04 08:12:07,Young,2
256.66,54.0,137.0,1.0,1794.5,2023-07-17 17:08:03,Credit,Raleigh,Online,Retired,2024-11-04 08:06:55,Senior,1
166.55,59.0,99.0,1.0,12970.21,2023-07-13 17:51:44,Credit,Houston,Branch,Doctor,2024-11-04 08:09:36,Senior,1
276.26,56.0,143.0,1.0,120.88999999999999,2023-02-13 17:04:50,Debit,Louisville,Branch,Doctor,2024-11-04 08:11:47,Senior,2
35.46,67.0,164.0,1.0,5692.31,2023-07-18 16:38:11,Debit,Indianapolis,ATM,Doctor,2024-11-04 08:10:12,Senior,1
38.14,50.0,165.0,1.0,9879.87,2023-04-07 16:16:00,Debit,Portland,Branch,Engineer,2024-11-04 08:07:16,Senior,2
506.25999999999993,64.0,86.0,1.0,6266.65,2023-12-18 18:26:07,Credit,Baltimore,ATM,Retired,2024-11-04 08:11:53,Senior,3
736.32,31.0,28.0,1.0,14268.95,2023-04-12 17:06:06,Debit,Indianapolis,Online,Doctor,2024-11-04 08:10:23,Adult,2
389.43,52.0,151.0,1.0,6449.83,2023-11-27 18:01:47,Credit,Austin,ATM,Engineer,2024-11-04 08:10:57,Senior,3
25.58,60.0,166.0,1.0,6741.41,2023-11-16 16:33:22,Debit,Omaha,ATM,Engineer,2024-11-04 08:06:29,Senior,3
446.1,25.0,243.0,1.0,1008.44,2023-09-19 17:45:19,Debit,Seattle,ATM,Student,2024-11-04 08:08:30,Young,3
147.74,23.0,15.0,1.0,1711.78,2023-09-05 16:52:06,Debit,Raleigh,Branch,Student,2024-11-04 08:12:18,Young,1
46.23,77.0,282.0,1.0,5107.75,2023-05-29 17:45:26,Debit,Fresno,Online,Retired,2024-11-04 08:09:46,Senior,1
265.37,33.0,77.0,1.0,5229.95,2023-05-26 17:56:17,Debit,Washington,Branch,Engineer,2024-11-04 08:09:20,Adult,1
342.57,20.0,91.0,1.0,339.16,2023-02-03 17:10:00,Debit,Boston,Online,Student,2024-11-04 08:09:51,Young,2
417.26,32.0,45.0,1.0,10442.48,2023-02-27 17:01:24,Credit,New York,Online,Doctor,2024-11-04 08:11:53,Adult,2
33.63,63.0,75.99999999999999,1.0,4324.4,2023-11-03 16:50:08,Debit,Columbus,Online,Retired,2024-11-04 08:10:52,Senior,3
64.58,55.0,173.0,1.0,6292.29,2023-12-04 18:06:30,Debit,El Paso,Branch,Retired,2024-11-04 08:11:27,Senior,3
23.23,21.0,122.0,1.0,269.01,2023-04-20 16:34:59,Credit,Miami,Branch,Student,2024-11-04 08:09:54,Young,2
285.49,53.0,109.0,1.0,6366.84,2023-08-11 18:42:10,Credit,Charlotte,Branch,Doctor,2024-11-04 08:12:14,Senior,1
71.87,22.0,258.0,1.0,1839.1,2023-01-16 18:03:02,Debit,Nashville,ATM,Student,2024-11-04 08:12:07,Young,2
308.8,53.0,41.0,1.0,3966.5399999999995,2023-12-26 16:08:51,Debit,Baltimore,ATM,Retired,2024-11-04 08:09:59,Senior,3
288.43,66.0,72.0,1.0,4577.09,2023-05-08 16:37:53,Debit,Phoenix,Branch,Retired,2024-11-04 08:09:00,Senior,2
147.46,65.0,205.0,1.0,7458.029999999999,2023-10-12 16:58:25,Credit,Albuquerque,Online,Doctor,2024-11-04 08:11:31,Senior,3
214.15,32.0,217.0,1.0,6397.29,2023-10-30 17:07:54,Debit,,Branch,Engineer,2024-11-04 08:10:59,Adult,3
170.36,30.0,118.0,1.0,6034.73,2023-03-27 16:56:29,Debit,Indianapolis,ATM,Doctor,2024-11-04 08:09:24,Adult,2
736.53,55.0,120.0,1.0,9826.26,2023-05-10 17:05:08,Debit,Philadelphia,ATM,Engineer,2024-11-04 08:09:38,Senior,1
213.42,45.0,17.0,1.0,3736.3800000000006,2023-07-27 17:30:14,Debit,Columbus,ATM,Engineer,2024-11-04 08:11:26,Adult,1
94.09,27.0,203.0,1.0,646.8499999999999,2023-09-12 16:32:09,Debit,Miami,Branch,Student,2024-11-04 08:10:29,Young,3
91.23,72.0,86.0,1.0,6385.12,2023-05-15 16:13:54,,Boston,ATM,Retired,2024-11-04 08:08:29,Senior,1
263.92,57.0,233.0,1.0,4161.71,2023-07-26 17:56:54,Credit,San Diego,Branch,Retired,2024-11-04 08:10:43,Senior,1
77.5,51.0,201.0,1.0,11079.77,2023-05-23 16:44:55,Credit,Fort Worth,Online,Doctor,2024-11-04 08:08:15,Senior,1
3.65,69.0,146.0,1.0,10017.11,2023-02-13 17:48:36,Debit,Miami,Online,Doctor,2024-11-04 08:11:01,Senior,2
43.88,26.0,251.0,1.0,1644.09,2023-11-13 17:43:37,Credit,Seattle,Online,Student,2024-11-04 08:08:21,Young,3
224.79,18.0,129.0,1.0,528.38,2023-08-22 16:34:34,Debit,Boston,Online,Student,2024-11-04 08:10:25,Young,1
64.3,55.0,67.0,1.0,7530.299999999999,2023-09-04 17:36:40,Debit,Louisville,ATM,Retired,2024-11-04 08:11:58,Senior,1
111.79,62.0,49.0,1.0,10887.59,2023-12-26 17:40:23,Debit,Jacksonville,Online,Doctor,2024-11-04 08:11:34,Senior,3
613.7,61.0,37.0,1.0,7307.11,2023-02-22 17:33:56,Credit,Fort Worth,Branch,Retired,2024-11-04 08:10:53,Senior,2
170.45,60.0,199.0,1.0,2284.41,2023-01-05 16:56:49,Debit,San Francisco,Branch,Engineer,2024-11-04 08:09:17,Senior,2
344.27,22.0,123.0,1.0,1918.3600000000001,2023-09-19 17:23:14,Debit,San Antonio,Branch,Student,2024-11-04 08:09:37,Young,3
872.72,22.0,288.0,1.0,503.01,2023-04-24 16:47:17,Debit,Washington,Online,Student,2024-11-04 08:10:49,Young,2
292.95,37.0,56.0,1.0,1216.91,2023-02-16 16:23:11,Debit,Memphis,Branch,Engineer,2024-11-04 08:11:13,Adult,2
28.44,18.0,243.0,1.0,1071.04,2023-08-31 17:43:38,Debit,Fresno,ATM,Student,2024-11-04 08:09:03,Young,1
209.02,21.0,74.0,1.0,187.9,2023-03-03 17:08:36,Debit,El Paso,ATM,Student,2024-11-04 08:11:19,Young,2
20.05,72.0,171.0,1.0,7145.67,2023-11-29 17:43:51,Debit,Chicago,ATM,Retired,2024-11-04 08:08:00,Senior,3
175.02,28.0,71.0,1.0,1493.88,2023-04-10 16:23:53,Debit,Phoenix,Online,Student,2024-11-04 08:09:21,Young,2
89.5,41.0,134.0,1.0,8658.95,2023-08-21 16:22:06,Credit,Louisville,Branch,Engineer,2024-11-04 08:09:01,Adult,1
69.96,28.0,30.999999999999996,1.0,164.12,2023-10-16 17:43:00,Debit,Baltimore,Branch,Student,2024-11-04 08:08:13,Young,3
376.78,21.0,88.0,1.0,841.6499999999999,2023-08-14 17:25:14,Credit,Nashville,Online,Student,2024-11-04 08:07:49,Young,1
148.54,71.0,107.0,1.0,5677.05,2023-12-22 16:25:16,Credit,Columbus,Branch,Retired,2024-11-04 08:11:52,Senior,3
388.77,26.0,30.0,1.0,1658.49,2023-12-11 16:57:08,Credit,Jacksonville,Online,Student,2024-11-04 08:11:05,Young,3
100.38,63.0,49.0,1.0,10171.68,2023-11-27 17:51:15,Debit,Seattle,Branch,Doctor,2024-11-04 08:09:18,Senior,3
137.23,64.0,63.0,1.0,13847.99,2023-04-07 16:50:22,Debit,Fresno,Branch,Doctor,2024-11-04 08:08:41,Senior,2
870.3,51.0,229.0,1.0,3688.98,2023-08-28 17:56:39,Debit,San Jose,ATM,Retired,2024-11-04 08:08:54,Senior,1
458.94,52.0,180.0,1.0,5619.95,2023-07-18 18:06:23,Debit,Detroit,Branch,Engineer,2024-11-04 08:08:35,Senior,1
327.35,20.0,175.0,1.0,342.08,2023-09-25 18:48:58,Credit,Memphis,Branch,Student,2024-11-04 08:11:19,Young,3
757.15,53.0,37.99999999999999,1.0,4702.86,2023-01-17 16:53:08,Debit,Raleigh,Online,Engineer,2024-11-04 08:08:06,Senior,2
47.23,73.0,160.0,1.0,6659.81,2023-08-03 18:18:56,Credit,Memphis,Online,Retired,2024-11-04 08:11:07,Senior,1
239.41,42.0,247.99999999999997,1.0,7860.65,2023-11-01 17:23:46,Credit,,Online,Doctor,2024-11-04 08:07:19,Adult,3
170.97,26.0,292.0,1.0,1265.27,2023-05-01 17:04:30,Debit,Nashville,Branch,Student,2024-11-04 08:07:51,Young,2
659.15,22.0,204.0,1.0,1241.59,2023-01-31 16:02:23,Debit,Boston,ATM,Student,2024-11-04 08:06:24,Young,2
31.53,25.0,283.0,1.0,874.93,2023-12-20 17:15:14,Debit,Kansas City,Online,Student,2024-11-04 08:06:33,Young,3
111.66,48.0,140.0,1.0,5716.72,2023-06-07 18:18:32,Credit,,Online,Engineer,2024-11-04 08:07:36,Adult,1
250.01,62.0,88.0,1.0,1541.48,2023-11-06 16:28:15,Debit,Kansas City,ATM,Retired,2024-11-04 08:12:10,Senior,3
554.15,49.0,107.99999999999999,1.0,14817.22,2023-04-18 17:17:37,Debit,Raleigh,ATM,Doctor,2024-11-04 08:12:11,Adult,2
598.66,32.0,222.0,1.0,2587.11,2023-01-10 16:51:44,,Charlotte,Branch,Engineer,2024-11-04 08:11:41,Adult,2
28.38,55.0,98.0,1.0,173.7,2023-05-18 16:24:16,Debit,Sacramento,Branch,Doctor,2024-11-04 08:08:56,Senior,1
16.8,49.0,94.0,1.0,11847.07,2023-11-27 17:01:48,Debit,San Diego,ATM,Doctor,2024-11-04 08:09:51,Adult,3
896.79,33.0,168.00000000000003,1.0,11146.74,2023-11-06 16:35:59,Debit,Dallas,Online,Doctor,2024-11-04 08:06:45,Adult,3
159.0,49.0,37.99999999999999,1.0,369.79,2023-03-06 18:04:32,Debit,Las Vegas,ATM,Engineer,2024-11-04 08:08:35,Adult,2
56.31,75.0,195.0,1.0,6396.08,2023-09-27 17:54:16,Credit,Houston,Online,Retired,2024-11-04 08:08:12,Senior,3
203.99,52.0,215.0,1.0,4840.31,2023-01-20 16:34:35,Debit,Philadelphia,Online,Retired,2024-11-04 08:09:52,Senior,2
50.99,29.0,75.99999999999999,1.0,1334.6,2023-10-31 16:45:07,Debit,Detroit,Branch,Doctor,2024-11-04 08:10:00,Young,3
101.28,32.0,75.0,1.0,2774.35,2023-08-23 18:19:06,Credit,Chicago,Online,Engineer,2024-11-04 08:06:44,Adult,1
299.92,27.0,122.0,1.0,1368.0,2023-10-09 18:41:21,Debit,Denver,ATM,Student,2024-11-04 08:08:59,Young,3
77.54,67.0,73.0,1.0,4536.38,2023-02-01 17:12:47,Debit,Phoenix,Online,Retired,2024-11-04 08:10:22,Senior,2
18.35,21.0,78.0,1.0,1293.39,2023-09-18 16:40:59,Debit,Nashville,Branch,Student,2024-11-04 08:10:06,Young,3
732.53,26.0,116.00000000000001,1.0,441.54,2023-05-22 16:54:00,Credit,San Jose,ATM,Student,2024-11-04 08:12:14,Young,1
65.11,34.0,150.0,1.0,8485.14,2023-09-07 16:47:49,Debit,Nashville,ATM,Engineer,2024-11-04 08:08:55,Adult,1
67.07,24.0,56.0,1.0,999.6200000000001,2023-06-05 16:24:41,Credit,Los Angeles,ATM,Student,2024-11-04 08:10:33,Young,1
137.48,55.0,47.0,1.0,14273.42,2023-11-27 17:34:33,Debit,Seattle,Branch,Doctor,2024-11-04 08:08:46,Senior,3
398.36,22.0,56.0,1.0,1863.7,2023-06-27 16:52:00,Debit,Columbus,ATM,Student,2024-11-04 08:09:08,Young,1
469.46,20.0,149.0,1.0,8640.56,2023-11-08 18:24:56,Debit,New York,ATM,Student,2024-11-04 08:09:58,Young,3
37.58,57.0,182.0,1.0,259.44,2023-04-17 18:22:37,Debit,Indianapolis,ATM,Doctor,2024-11-04 08:12:14,Senior,2
160.24,31.0,15.0,1.0,5526.97,2023-08-08 17:06:41,Debit,Washington,ATM,Engineer,2024-11-04 08:09:07,Adult,1
315.39,23.0,93.0,1.0,929.6,2023-05-26 16:52:33,Credit,New York,Branch,Student,2024-11-04 08:08:08,Young,1
165.91,26.0,84.00000000000001,1.0,587.1199999999999,2023-03-15 17:40:16,Debit,Jacksonville,ATM,Student,2024-11-04 08:09:22,Young,2
211.36,47.0,194.0,1.0,4760.34,2023-09-14 17:08:40,Debit,San Francisco,Branch,Engineer,2024-11-04 08:11:24,Adult,3
241.45000000000002,26.0,158.0,1.0,1594.04,2023-07-24 16:02:33,Debit,Portland,Online,Student,2024-11-04 08:08:42,Young,1
23.24,68.0,129.0,1.0,13777.79,2023-04-13 16:41:41,Debit,Indianapolis,Branch,Doctor,2024-11-04 08:10:55,Senior,2
70.88,74.0,176.0,1.0,1794.65,2023-12-04 16:18:39,Credit,Omaha,Branch,Retired,2024-11-04 08:06:26,Senior,3
314.52,80.0,229.0,1.0,7071.32,2023-03-20 17:21:43,Debit,Memphis,ATM,Retired,2024-11-04 08:06:44,Senior,2
181.81,78.0,122.0,1.0,7525.7300000000005,2023-05-29 16:09:59,Credit,Austin,Online,Retired,2024-11-04 08:09:04,Senior,1
854.64,56.0,118.0,1.0,2989.25,2023-11-07 18:57:13,Debit,Fort Worth,Branch,Retired,2024-11-04 08:08:54,Senior,3
261.19,64.0,52.00000000000001,1.0,7620.6,2023-01-12 17:12:22,Debit,Oklahoma City,ATM,Retired,2024-11-04 08:09:48,Senior,2
220.68,71.0,217.0,1.0,5549.2,2023-10-09 18:23:25,Credit,Raleigh,Online,Retired,2024-11-04 08:07:05,Senior,3
11.86,31.0,129.0,1.0,6782.61,2023-09-05 16:43:36,Debit,Sacramento,Branch,Engineer,2024-11-04 08:08:52,Adult,1
122.65000000000002,28.0,41.0,1.0,1968.51,2023-08-17 16:26:57,Debit,Columbus,Online,Student,2024-11-04 08:06:57,Young,1
395.16,56.0,17.0,1.0,5340.73,2023-07-24 16:14:05,Debit,Milwaukee,Online,Retired,2024-11-04 08:11:15,Senior,1
704.69,51.0,150.0,1.0,3267.84,2023-07-18 17:22:49,Debit,Las Vegas,Online,Retired,2024-11-04 08:10:51,Senior,1
369.89,69.0,69.00000000000001,1.0,6941.47,2023-10-18 16:44:36,Debit,San Antonio,ATM,Retired,2024-11-04 08:11:27,Senior,3
10.92,67.0,268.0,1.0,7567.2,2023-10-20 17:48:44,Debit,Jacksonville,ATM,Retired,2024-11-04 08:08:28,Senior,3
199.14,31.0,36.0,1.0,7001.25,2023-08-02 17:32:29,Debit,Seattle,Branch,Engineer,2024-11-04 08:10:52,Adult,1
109.43,70.0,140.0,1.0,1983.65,2023-01-11 18:07:25,Debit,Denver,,Retired,2024-11-04 08:09:49,Senior,2
304.15,20.0,40.0,1.0,686.9099999999999,2023-11-28 16:09:34,Debit,Atlanta,Branch,Student,2024-11-04 08:10:17,Young,3
620.54,28.0,98.0,1.0,213.36,2023-03-27 16:26:46,Credit,Omaha,Branch,Student,2024-11-04 08:07:26,Young,2
757.79,22.0,117.0,1.0,1443.02,2023-01-02 16:30:09,Debit,Charlotte,Online,Student,2024-11-04 08:08:27,Young,2
122.81,52.0,12.0,1.0,8450.84,2023-10-24 16:12:19,Debit,San Jose,Branch,Doctor,2024-11-04 08:09:37,Senior,3
96.25,61.0,171.0,1.0,7996.699999999999,2023-07-27 16:01:41,Debit,Houston,Online,Retired,2024-11-04 08:06:36,Senior,1
142.55,67.0,97.0,1.0,1262.68,2023-05-16 16:45:46,Debit,Kansas City,Online,Doctor,2024-11-04 08:07:26,Senior,1
35.94,23.0,141.0,1.0,1697.28,2023-05-08 16:22:52,Credit,Fresno,Branch,Student,2024-11-04 08:09:24,Young,2
24.86,58.0,292.0,1.0,2591.65,2023-02-13 16:53:36,Debit,Jacksonville,Branch,Engineer,2024-11-04 08:12:04,Senior,2
103.08,60.0,109.0,1.0,12002.16,2023-11-14 16:09:22,Debit,San Francisco,Online,Doctor,2024-11-04 08:10:18,Senior,3
116.27,57.0,94.0,1.0,8726.92,2023-11-28 18:04:26,Debit,Portland,Online,Engineer,2024-11-04 08:11:49,Senior,3
50.9,28.0,150.0,1.0,1277.7,2023-04-24 16:14:34,Credit,Jacksonville,Online,Student,2024-11-04 08:06:36,Young,2
206.84,20.0,154.0,1.0,454.66,2023-09-13 18:47:47,Debit,Philadelphia,Branch,Student,2024-11-04 08:10:50,Young,3
37.4,20.0,84.00000000000001,1.0,1519.51,,Debit,Raleigh,ATM,Student,2024-11-04 08:12:08,Young,3
154.21,46.0,75.0,1.0,8045.77,2023-01-02 16:01:26,Debit,Miami,Online,Engineer,2024-11-04 08:10:33,Adult,2
199.37,24.0,79.0,1.0,1331.3,2023-06-29 17:39:21,Debit,Chicago,Online,Student,2024-11-04 08:08:44,Young,1
18.23,56.0,28.0,1.0,8422.2,2023-03-22 17:31:23,Debit,Nashville,ATM,Engineer,2024-11-04 08:11:20,Senior,2
398.7,47.0,276.0,1.0,7987.740000000001,2023-08-28 16:02:11,Debit,Albuquerque,ATM,Doctor,2024-11-04 08:09:04,Adult,1
378.2,40.0,167.0,1.0,7372.81,2023-01-09 17:12:40,Debit,Mesa,Branch,Engineer,2024-11-04 08:11:02,Adult,2
124.74,49.0,33.0,1.0,2987.97,2023-11-27 16:33:20,Debit,Los Angeles,ATM,Engineer,2024-11-04 08:08:17,Adult,3
17.1,53.0,101.0,1.0,1619.54,2023-12-25 16:56:06,Debit,Albuquerque,ATM,Retired,2024-11-04 08:11:05,Senior,3
287.05,22.0,212.0,1.0,1204.65,2023-04-14 16:00:51,Debit,Milwaukee,ATM,Student,2024-11-04 08:10:59,Young,2
874.72,28.0,173.0,1.0,4630.58,2023-03-03 16:21:27,Debit,San Francisco,Online,Engineer,2024-11-04 08:08:17,Young,2
40.12,36.0,269.0,1.0,14304.38,2023-04-19 17:03:11,Credit,Dallas,ATM,Doctor,2024-11-04 08:10:40,Adult,2
125.00000000000001,49.0,177.0,1.0,3215.76,2023-06-05 16:19:55,Credit,Indianapolis,Online,Engineer,2024-11-04 08:11:36,Adult,1
348.44,24.0,147.0,1.0,1022.94,2023-11-06 17:58:34,Debit,Baltimore,Online,Student,2024-11-04 08:09:55,Young,3
128.4,69.0,30.999999999999996,1.0,2610.64,2023-03-20 17:17:27,Debit,Tucson,ATM,Retired,2024-11-04 08:11:44,Senior,2
320.93,55.0,178.0,1.0,9451.66,2023-06-22 16:05:35,Debit,Atlanta,Online,Engineer,2024-11-04 08:10:27,Senior,1
